orignal code,DSP,LUT,CP,FF,SLICE
cdfg_45/cdfg_118,4,0.793,8.166,1.479,2.12
cdfg_45/cdfg_120,2,0.36,8.245,0.427,0.73
cdfg_45/cdfg_121,15,6.699,9.525,9.872,11.965
cdfg_45/cdfg_122,34,1.868,8.671,2.89,4.495
cdfg_45/cdfg_124,8,2.634,8.453,2.362,4.55
cdfg_45/cdfg_125,19,7.707,9.7,11.119,13.81
cdfg_45/cdfg_126,14,4.391,8.316,4.977,6.785
cdfg_45/cdfg_127,29,6.631,9.157,7.429,11.715
cdfg_45/cdfg_128,2,1.165,8.178,0.988,1.92
cdfg_45/cdfg_129,18,0.384,8.05,0.272,0.665
cdfg_45/cdfg_130,17,5.537,8.899,6.207,9.825
cdfg_45/cdfg_131,0,3.054,5.829,3.581,5.305
cdfg_45/cdfg_132,26,1.961,8.729,2.962,4.975
cdfg_45/cdfg_133,6,0.549,6.898,0.816,1.27
cdfg_45/cdfg_135,24,7.664,10.526,9.338,13.43
cdfg_45/cdfg_136,23,1.264,9.231,1.185,2.24
cdfg_45/cdfg_137,3,3.909,8.453,4.289,6.89
cdfg_45/cdfg_138,4,0.336,6.641,0.652,1.01
cdfg_45/cdfg_139,40,7.813,9.154,12.418,16.18
cdfg_45/cdfg_140,8,1.69,7.896,2.638,3.69
cdfg_45/cdfg_141,0,0.002,1.633,0.002,0.005
cdfg_45/cdfg_142,31,18.501,9.327,23.096,31.08
cdfg_45/cdfg_143,0,0.002,1.633,0.002,0.005
cdfg_45/cdfg_144,32,1.811,8.265,1.872,3.485
cdfg_45/cdfg_145,20,2.816,8.695,3.381,5.435
cdfg_45/cdfg_147,22,7.023,9.82,9.915,12.97
cdfg_45/cdfg_148,23,12.792,8.506,15.836,21.525
cdfg_45/cdfg_149,4,0.916,8.234,1.064,2.095
cdfg_45/cdfg_150,16,3.655,9.206,5.363,5.95
cdfg_45/cdfg_151,16,0.606,7.687,1.352,1.955
cdfg_45/cdfg_152,9,16.699,8.774,21.507,28.5
cdfg_45/cdfg_153,2,0.623,8.407,0.688,1.29
cdfg_45/cdfg_154,0,0.047,4.725,0.085,0.115
cdfg_45/cdfg_155,1,0.584,7.212,0.606,1.015
cdfg_45/cdfg_157,0,0.003,1.488,0.013,0.01
cdfg_45/cdfg_158,0,0.104,5.351,0.164,0.225
cdfg_45/cdfg_159,20,7.164,8.688,11.01,14.18
cdfg_45/cdfg_160,24,15.886,9.432,16.048,25.15
cdfg_45/cdfg_161,18,4.265,8.663,3.975,7.51
cdfg_45/cdfg_162,6,0.654,8.091,1.021,1.57
cdfg_45/cdfg_163,24,4.96,8.3,5.188,8.0
cdfg_45/cdfg_164,14,2.294,8.636,2.431,4.155
cdfg_45/cdfg_165,21,7.498,8.488,10.76,13.09
cdfg_45/cdfg_166,3,0.618,8.437,0.874,1.32
cdfg_45/cdfg_167,5,1.34,7.934,1.521,2.6
cdfg_45/cdfg_168,9,1.134,8.376,1.101,2.325
cdfg_45/cdfg_169,13,1.054,9.668,0.892,2.055
cdfg_45/cdfg_170,3,13.467,9.13,14.236,20.725
cdfg_45/cdfg_171,1,0.319,5.711,0.539,0.82
cdfg_45/cdfg_172,0,0.002,1.633,0.002,0.005
cdfg_45/cdfg_173,2,2.596,8.236,3.17,4.94
cdfg_45/cdfg_174,0,9.611,8.676,8.231,15.145
cdfg_45/cdfg_175,22,7.144,9.914,10.705,13.31
cdfg_45/cdfg_176,23,12.896,9.88,15.67,21.66
cdfg_45/cdfg_177,33,21.626,8.973,25.719,34.13
cdfg_45/cdfg_178,0,0.222,6.834,0.507,0.66
cdfg_45/cdfg_180,0,0.276,6.194,0.399,0.485
cdfg_45/cdfg_181,16,8.519,9.399,12.123,16.845
cdfg_45/cdfg_182,5,3.791,8.661,5.718,6.7
cdfg_45/cdfg_183,15,10.162,8.745,12.049,16.87
cdfg_45/cdfg_184,1,0.505,7.321,1.33,1.87
cdfg_45/cdfg_185,5,1.641,8.239,1.742,2.93
cdfg_45/cdfg_186,6,2.538,9.154,2.395,4.26
cdfg_45/cdfg_187,5,5.83,9.053,9.491,10.8
cdfg_45/cdfg_188,20,6.011,8.919,9.274,11.655
cdfg_45/cdfg_189,17,3.118,7.691,3.993,6.35
cdfg_45/cdfg_190,1,2.512,8.309,2.714,4.65
cdfg_45/cdfg_191,24,1.964,8.88,2.002,3.705
cdfg_45/cdfg_192,17,8.214,9.643,11.296,15.245
cdfg_45/cdfg_193,1,0.592,8.817,0.769,1.095
cdfg_45/cdfg_194,6,1.302,9.174,1.329,2.62
cdfg_45/cdfg_196,5,8.505,8.023,11.858,13.815
cdfg_45/cdfg_197,26,2.132,8.704,2.697,4.955
cdfg_45/cdfg_198,0,0.015,0.0,0.0,0.025
cdfg_45/cdfg_199,6,1.083,7.473,1.523,2.325
cdfg_46/cdfg_0,0,0.349,7.087,0.564,0.98
cdfg_46/cdfg_1,0,0.087,5.56,0.165,0.23
cdfg_46/cdfg_2,5,4.382,7.942,7.307,7.875
cdfg_46/cdfg_3,43,7.95,8.837,11.052,13.985
cdfg_46/cdfg_4,29,4.196,9.547,4.921,7.685
cdfg_46/cdfg_5,24,3.132,9.716,4.505,7.42
cdfg_46/cdfg_6,5,1.659,8.548,1.564,2.765
cdfg_46/cdfg_7,9,2.121,8.673,2.526,4.3
cdfg_46/cdfg_8,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_9,20,1.161,8.739,1.167,2.125
cdfg_46/cdfg_10,15,3.694,8.861,4.846,7.345
cdfg_46/cdfg_11,0,0.55,6.718,1.11,1.42
cdfg_46/cdfg_12,6,0.558,6.209,0.987,1.515
cdfg_46/cdfg_13,16,0.847,8.772,0.997,1.94
cdfg_46/cdfg_14,28,6.982,8.873,10.086,12.435
cdfg_46/cdfg_15,0,0.62,6.218,0.665,1.16
cdfg_46/cdfg_17,3,1.935,8.274,2.567,4.525
cdfg_46/cdfg_18,19,0.732,8.496,1.127,1.91
cdfg_46/cdfg_19,36,3.382,9.787,3.973,6.855
cdfg_46/cdfg_20,21,2.681,8.993,3.484,5.625
cdfg_46/cdfg_21,2,1.636,8.224,1.617,2.7
cdfg_46/cdfg_22,14,1.098,8.764,1.077,2.3
cdfg_46/cdfg_23,1,0.051,5.524,0.03,0.065
cdfg_46/cdfg_24,0,0.181,6.856,0.487,0.54
cdfg_46/cdfg_25,1,0.04,3.504,0.037,0.085
cdfg_46/cdfg_27,2,0.938,8.208,1.279,2.03
cdfg_46/cdfg_28,7,2.667,8.73,2.645,4.72
cdfg_46/cdfg_29,3,1.04,8.349,1.673,2.475
cdfg_46/cdfg_30,6,2.766,8.131,2.892,5.085
cdfg_46/cdfg_31,10,0.782,8.478,0.877,1.495
cdfg_46/cdfg_32,7,0.876,8.098,0.962,1.775
cdfg_46/cdfg_33,14,2.292,8.479,2.62,4.565
cdfg_46/cdfg_34,5,1.656,8.366,1.344,2.735
cdfg_46/cdfg_35,1,5.189,7.505,4.796,9.225
cdfg_46/cdfg_36,0,0.931,7.509,1.115,2.1
cdfg_46/cdfg_37,4,1.538,9.432,2.184,3.215
cdfg_46/cdfg_38,3,0.607,6.808,0.738,1.33
cdfg_46/cdfg_39,19,8.853,9.177,11.387,14.405
cdfg_46/cdfg_41,1,0.006,1.757,0.02,0.025
cdfg_46/cdfg_42,3,1.047,8.465,1.076,2.115
cdfg_46/cdfg_43,4,1.641,7.957,3.02,4.26
cdfg_46/cdfg_44,0,0.124,3.841,0.174,0.295
cdfg_46/cdfg_45,5,0.731,7.51,0.765,1.345
cdfg_46/cdfg_46,10,2.011,7.958,2.164,3.63
cdfg_46/cdfg_47,0,0.146,4.408,0.151,0.33
cdfg_46/cdfg_48,0,10.634,8.196,11.911,17.7
cdfg_46/cdfg_49,0,0.001,1.17,0.001,0.005
cdfg_46/cdfg_50,7,4.97,8.725,5.334,8.52
cdfg_46/cdfg_51,4,5.225,7.732,8.194,9.69
cdfg_46/cdfg_52,3,0.546,6.955,0.909,1.2
cdfg_46/cdfg_53,12,14.113,9.837,15.141,21.79
cdfg_46/cdfg_54,3,1.255,8.801,1.472,2.705
cdfg_46/cdfg_55,5,0.707,7.987,1.04,1.58
cdfg_46/cdfg_56,15,4.144,9.056,5.627,8.31
cdfg_46/cdfg_57,11,4.121,8.397,5.163,6.72
cdfg_46/cdfg_58,0,1.073,7.355,1.906,2.825
cdfg_46/cdfg_59,11,0.728,7.872,0.969,1.57
cdfg_46/cdfg_60,30,1.801,8.725,3.674,5.29
cdfg_46/cdfg_61,17,7.674,8.321,10.696,13.395
cdfg_46/cdfg_62,27,7.099,9.734,9.722,12.41
cdfg_46/cdfg_63,3,1.139,7.96,1.116,2.025
cdfg_46/cdfg_64,0,0.972,9.352,0.963,1.69
cdfg_46/cdfg_65,16,1.184,8.629,1.638,2.53
cdfg_46/cdfg_66,0,0.213,5.419,0.393,0.585
cdfg_46/cdfg_67,15,7.912,7.92,10.236,13.655
cdfg_46/cdfg_68,21,7.03,8.979,10.666,12.815
cdfg_46/cdfg_69,2,0.418,8.245,0.46,0.79
cdfg_46/cdfg_70,30,9.04,9.845,12.0,16.385
cdfg_46/cdfg_71,0,0.014,3.945,0.005,0.025
cdfg_46/cdfg_72,12,5.581,8.308,8.909,10.21
cdfg_46/cdfg_73,2,0.534,8.218,0.472,0.99
cdfg_46/cdfg_74,0,0.968,6.794,1.148,1.81
cdfg_46/cdfg_75,0,7.426,9.538,6.238,11.49
cdfg_46/cdfg_76,16,4.922,8.639,8.264,8.975
cdfg_46/cdfg_77,17,1.133,8.821,1.572,2.39
cdfg_46/cdfg_78,0,0.044,4.158,0.119,0.155
cdfg_46/cdfg_79,13,8.063,8.434,10.796,15.28
cdfg_46/cdfg_80,0,0.095,5.602,0.163,0.225
cdfg_46/cdfg_81,1,0.016,2.154,0.012,0.02
cdfg_46/cdfg_82,2,1.501,8.943,1.727,2.83
cdfg_46/cdfg_83,2,5.15,8.396,4.956,8.45
cdfg_46/cdfg_84,0,0.007,1.604,0.002,0.015
cdfg_46/cdfg_86,11,3.614,8.23,5.351,6.135
cdfg_46/cdfg_87,2,4.031,8.393,4.264,6.705
cdfg_46/cdfg_89,27,7.604,9.169,11.378,13.715
cdfg_46/cdfg_90,15,4.579,7.884,7.867,9.03
cdfg_46/cdfg_91,9,1.078,8.049,0.947,1.955
cdfg_46/cdfg_92,3,7.034,8.996,6.51,11.43
cdfg_46/cdfg_93,7,1.883,9.739,1.43,3.23
cdfg_46/cdfg_94,7,0.667,9.165,0.729,1.52
cdfg_46/cdfg_95,3,4.354,7.926,7.209,7.87
cdfg_46/cdfg_96,10,3.659,9.691,3.922,6.845
cdfg_46/cdfg_97,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_98,18,2.689,8.947,3.382,5.69
cdfg_46/cdfg_99,5,2.233,8.76,2.413,4.19
cdfg_46/cdfg_100,18,3.091,8.771,3.554,6.215
cdfg_46/cdfg_101,5,4.502,8.706,6.586,7.695
cdfg_46/cdfg_103,1,0.237,6.277,0.456,0.585
cdfg_46/cdfg_104,7,1.301,8.271,1.336,2.76
cdfg_46/cdfg_105,0,6.69,7.219,8.613,11.58
cdfg_46/cdfg_106,37,10.718,8.762,13.762,18.575
cdfg_46/cdfg_107,17,1.863,8.306,2.461,3.66
cdfg_46/cdfg_108,28,1.984,8.75,3.977,6.045
cdfg_46/cdfg_109,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_111,24,1.728,8.791,3.667,5.28
cdfg_46/cdfg_112,14,5.977,8.665,8.733,10.955
cdfg_46/cdfg_113,14,2.839,8.108,3.147,5.235
cdfg_46/cdfg_114,0,1.139,7.794,1.007,2.08
cdfg_46/cdfg_115,27,6.617,8.754,9.807,11.925
cdfg_46/cdfg_116,0,0.4,5.001,0.412,0.775
cdfg_46/cdfg_117,11,3.973,7.751,4.768,6.1
cdfg_46/cdfg_118,21,4.685,9.184,4.915,8.9
cdfg_46/cdfg_119,27,6.428,8.932,10.345,12.805
cdfg_46/cdfg_120,6,1.404,8.265,1.727,2.43
cdfg_46/cdfg_121,13,1.959,7.448,2.252,4.02
cdfg_46/cdfg_122,4,4.214,7.783,7.455,8.27
cdfg_46/cdfg_123,0,0.004,2.589,0.015,0.02
cdfg_46/cdfg_124,8,2.007,7.01,2.335,3.93
cdfg_46/cdfg_125,0,3.798,7.315,4.322,6.065
cdfg_46/cdfg_126,2,2.673,6.831,3.438,4.735
cdfg_46/cdfg_128,12,2.503,9.145,3.418,6.075
cdfg_46/cdfg_129,14,6.504,8.632,10.255,12.465
cdfg_46/cdfg_130,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_131,58,7.019,8.701,10.023,13.29
cdfg_46/cdfg_132,39,5.668,8.531,5.13,9.035
cdfg_46/cdfg_133,7,1.096,8.596,1.642,2.705
cdfg_46/cdfg_134,0,0.841,7.457,1.695,2.34
cdfg_46/cdfg_135,2,8.286,8.875,6.97,13.045
cdfg_46/cdfg_136,11,0.142,5.157,0.398,0.665
cdfg_46/cdfg_137,6,1.055,8.117,1.075,2.055
cdfg_46/cdfg_138,16,1.684,8.926,2.573,3.87
cdfg_46/cdfg_139,0,2.435,7.366,2.371,4.315
cdfg_46/cdfg_140,11,2.082,8.497,2.096,4.06
cdfg_46/cdfg_141,0,0.096,5.497,0.168,0.22
cdfg_46/cdfg_142,1,1.742,5.633,2.04,3.08
cdfg_46/cdfg_144,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_145,32,6.31,9.551,6.5,10.325
cdfg_46/cdfg_146,28,8.74,9.671,11.933,15.19
cdfg_46/cdfg_147,3,0.776,6.6,0.652,1.27
cdfg_46/cdfg_148,10,3.03,8.389,2.871,5.545
cdfg_46/cdfg_149,3,1.005,8.127,1.044,1.79
cdfg_46/cdfg_150,0,0.002,1.633,0.002,0.005
cdfg_46/cdfg_151,3,4.992,8.872,6.522,8.24
cdfg_46/cdfg_152,1,6.552,7.331,8.381,10.63
cdfg_46/cdfg_153,0,0.493,7.473,0.431,0.81
cdfg_46/cdfg_154,20,1.767,9.25,1.891,3.285
cdfg_46/cdfg_155,27,4.979,9.067,5.194,8.62
cdfg_46/cdfg_156,0,0.088,3.906,0.142,0.245
cdfg_46/cdfg_157,47,5.53,9.24,6.392,11.025
cdfg_46/cdfg_158,5,1.188,8.432,1.608,2.525
cdfg_46/cdfg_160,0,0.162,6.893,0.584,0.69
cdfg_46/cdfg_161,0,0.132,4.174,0.138,0.26
cdfg_46/cdfg_162,0,0.723,7.769,0.564,1.26
cdfg_46/cdfg_164,8,3.009,9.749,3.042,5.42
cdfg_46/cdfg_165,46,7.82,9.699,8.752,13.165
cdfg_46/cdfg_166,0,3.555,8.016,5.129,5.685
cdfg_46/cdfg_167,5,0.826,8.079,0.659,1.44
cdfg_46/cdfg_168,0,0.015,4.505,0.015,0.03
cdfg_46/cdfg_169,16,2.191,8.042,3.222,4.855
cdfg_46/cdfg_170,2,1.76,8.288,2.779,4.28
cdfg_46/cdfg_171,0,0.731,6.496,1.227,2.005
cdfg_46/cdfg_172,32,5.617,8.699,8.1,12.605
cdfg_46/cdfg_173,5,4.877,8.45,6.508,8.365
cdfg_46/cdfg_174,0,0.053,0.0,0.0,0.12
cdfg_46/cdfg_175,14,6.967,7.497,8.15,13.105
cdfg_46/cdfg_176,1,0.278,6.053,0.617,0.84
cdfg_46/cdfg_177,22,3.567,8.38,4.312,7.21
cdfg_46/cdfg_179,0,0.189,6.82,0.709,0.835
cdfg_46/cdfg_180,0,1.012,6.936,1.294,2.065
cdfg_46/cdfg_181,15,6.875,7.898,9.311,12.85
cdfg_46/cdfg_182,14,11.839,8.656,15.628,19.615
cdfg_46/cdfg_183,5,0.728,7.933,1.258,1.74
cdfg_46/cdfg_184,27,14.008,9.659,19.308,24.925
cdfg_46/cdfg_185,21,14.73,8.739,20.687,25.565
cdfg_46/cdfg_186,2,1.204,7.489,1.165,2.18
cdfg_46/cdfg_188,0,0.247,6.494,0.524,0.605
cdfg_46/cdfg_189,8,0.504,6.609,0.695,1.115
cdfg_46/cdfg_190,18,0.242,8.647,0.246,0.625
cdfg_46/cdfg_193,24,11.407,8.343,11.204,18.15
cdfg_46/cdfg_194,13,0.214,7.489,0.228,0.43
cdfg_46/cdfg_195,9,6.356,9.597,8.966,11.265
cdfg_46/cdfg_196,5,6.842,8.108,6.465,11.01
cdfg_46/cdfg_197,15,5.735,8.882,8.494,10.14
cdfg_46/cdfg_198,18,6.706,9.444,10.752,12.625
cdfg_46/cdfg_199,5,1.12,8.347,1.39,2.24
cdfg_47/cdfg_1,11,4.279,8.074,7.694,7.67
cdfg_47/cdfg_2,2,0.662,8.72,0.923,1.475
cdfg_47/cdfg_3,34,3.258,9.774,5.29,8.42
cdfg_47/cdfg_4,8,11.595,7.247,11.263,18.64
cdfg_47/cdfg_5,26,1.035,8.78,1.498,2.47
cdfg_47/cdfg_6,4,1.504,8.138,1.514,2.98
cdfg_47/cdfg_8,0,0.586,9.3,0.348,0.89
cdfg_47/cdfg_9,5,0.948,8.268,1.209,1.955
cdfg_47/cdfg_10,0,0.033,1.792,0.07,0.08
cdfg_47/cdfg_11,1,0.723,7.643,1.489,2.08
cdfg_47/cdfg_12,3,5.578,8.587,7.349,9.66
cdfg_47/cdfg_13,0,0.002,1.633,0.002,0.005
cdfg_47/cdfg_14,5,2.179,8.352,2.739,4.065
cdfg_47/cdfg_15,0,0.002,1.614,0.002,0.005
cdfg_47/cdfg_16,21,4.37,8.531,5.019,7.955
cdfg_47/cdfg_17,35,1.724,8.773,2.415,3.93
cdfg_47/cdfg_18,18,6.38,8.608,9.224,11.965
cdfg_47/cdfg_19,20,9.733,8.851,12.112,16.605
cdfg_47/cdfg_20,3,0.482,6.686,0.846,1.095
cdfg_47/cdfg_22,15,6.931,9.068,10.721,12.39
cdfg_47/cdfg_23,25,2.274,8.588,2.291,4.11
cdfg_47/cdfg_24,0,9.643,7.628,10.038,16.045
cdfg_47/cdfg_25,15,3.544,8.484,4.561,7.07
cdfg_47/cdfg_26,1,0.254,7.515,0.238,0.475
cdfg_47/cdfg_27,16,6.731,8.381,9.768,13.24
cdfg_47/cdfg_28,41,8.416,8.513,10.798,15.545
cdfg_47/cdfg_29,2,1.981,8.356,2.259,3.565
cdfg_47/cdfg_30,30,4.31,8.901,5.455,8.585
cdfg_47/cdfg_31,0,0.519,7.677,0.601,0.985
cdfg_47/cdfg_32,4,0.163,5.692,0.313,0.425
cdfg_47/cdfg_33,1,0.313,7.107,0.604,0.865
cdfg_47/cdfg_34,6,0.941,8.832,0.88,1.835
cdfg_47/cdfg_35,4,1.64,9.438,1.489,2.585
cdfg_47/cdfg_36,0,0.064,1.614,0.045,0.105
cdfg_47/cdfg_37,10,0.3,6.597,0.337,0.66
cdfg_47/cdfg_38,0,0.058,4.581,0.044,0.095
cdfg_47/cdfg_39,15,2.558,8.329,2.646,4.655
cdfg_47/cdfg_40,23,0.839,8.786,1.418,2.29
cdfg_47/cdfg_41,7,0.42,8.559,0.335,0.795
cdfg_47/cdfg_42,25,1.554,8.181,1.988,3.27
cdfg_47/cdfg_43,6,3.398,7.884,4.288,6.475
cdfg_47/cdfg_44,11,0.678,8.35,1.637,2.105
cdfg_47/cdfg_45,6,2.521,8.314,3.354,4.93
cdfg_47/cdfg_46,2,1.093,7.099,1.754,2.35
cdfg_47/cdfg_47,6,13.57,7.523,18.275,22.755
cdfg_47/cdfg_48,7,0.671,7.852,0.966,1.32
cdfg_47/cdfg_49,6,1.927,8.621,1.848,3.56
cdfg_47/cdfg_50,15,3.434,9.086,3.823,6.905
cdfg_47/cdfg_51,46,5.015,9.29,4.939,8.85
cdfg_47/cdfg_52,0,0.613,6.903,0.449,0.94
cdfg_47/cdfg_53,3,2.533,8.438,3.191,5.045
cdfg_47/cdfg_54,16,8.728,8.605,11.404,14.495
cdfg_47/cdfg_55,0,0.342,6.008,0.69,0.97
cdfg_47/cdfg_56,10,0.655,7.813,1.184,1.51
cdfg_47/cdfg_57,5,1.381,8.037,2.036,3.24
cdfg_47/cdfg_58,32,16.711,8.964,19.036,25.85
cdfg_47/cdfg_59,2,0.757,7.647,1.04,1.635
cdfg_47/cdfg_60,2,1.324,9.299,1.548,2.68
cdfg_47/cdfg_61,15,0.886,8.458,1.224,1.995
cdfg_47/cdfg_63,4,0.533,6.502,0.681,1.06
cdfg_47/cdfg_64,20,9.946,8.767,13.529,18.77
cdfg_47/cdfg_65,6,0.549,9.539,1.138,1.625
cdfg_47/cdfg_66,5,2.036,8.467,2.55,4.425
cdfg_47/cdfg_68,11,1.609,8.968,1.728,3.26
cdfg_47/cdfg_69,16,9.987,8.497,8.785,16.75
cdfg_47/cdfg_70,27,2.262,8.764,2.382,4.435
cdfg_47/cdfg_71,5,16.588,9.169,22.534,28.745
cdfg_47/cdfg_72,1,0.367,6.75,0.474,0.79
cdfg_47/cdfg_73,3,0.184,5.983,0.363,0.56
cdfg_47/cdfg_74,15,0.842,8.036,1.185,2.1
cdfg_47/cdfg_75,0,0.002,1.614,0.002,0.005
cdfg_47/cdfg_76,6,1.212,8.72,0.995,2.035
cdfg_47/cdfg_77,4,4.058,7.931,4.403,6.27
cdfg_47/cdfg_78,14,11.997,7.842,14.57,19.86
cdfg_47/cdfg_79,8,3.131,8.326,3.116,5.68
cdfg_47/cdfg_80,37,6.715,8.815,9.776,11.92
cdfg_47/cdfg_81,14,3.234,8.442,4.161,6.405
cdfg_47/cdfg_82,19,34.118,9.458,42.62,54.93
cdfg_47/cdfg_83,0,1.752,7.204,2.604,3.825
cdfg_47/cdfg_84,18,1.775,8.837,2.616,4.44
cdfg_47/cdfg_85,23,9.691,9.534,13.011,17.51
cdfg_47/cdfg_90,4,0.488,8.145,0.521,0.905
cdfg_47/cdfg_91,15,1.739,8.962,2.187,3.65
cdfg_47/cdfg_92,17,6.034,8.559,9.602,11.805
cdfg_47/cdfg_93,15,12.288,7.229,14.78,21.49
cdfg_47/cdfg_95,17,1.749,8.343,2.21,3.625
cdfg_47/cdfg_96,5,11.011,8.782,12.911,17.66
cdfg_47/cdfg_97,20,11.348,8.703,14.463,18.945
cdfg_47/cdfg_98,3,4.321,8.02,7.291,8.44
cdfg_47/cdfg_99,7,6.501,9.52,8.683,11.125
cdfg_47/cdfg_100,1,1.198,5.683,1.327,2.2
cdfg_47/cdfg_101,4,0.502,6.519,0.594,0.91
cdfg_47/cdfg_102,12,1.443,7.713,1.724,2.625
cdfg_47/cdfg_104,0,1.419,7.905,3.06,4.335
cdfg_47/cdfg_105,29,2.059,8.188,3.75,5.14
cdfg_47/cdfg_106,21,12.671,8.639,14.957,19.75
cdfg_47/cdfg_107,0,0.225,5.782,0.329,0.525
cdfg_47/cdfg_108,0,0.142,1.702,0.063,0.205
cdfg_47/cdfg_109,7,1.9,7.554,1.819,3.495
cdfg_47/cdfg_110,1,1.008,7.007,1.547,2.335
cdfg_47/cdfg_111,1,0.354,5.835,0.383,0.655
cdfg_47/cdfg_112,0,4.268,7.759,6.186,7.44
cdfg_47/cdfg_114,8,0.85,8.149,1.388,2.125
cdfg_47/cdfg_115,19,6.652,9.066,9.836,11.96
cdfg_47/cdfg_116,18,1.182,8.546,1.1,2.21
cdfg_47/cdfg_117,23,12.569,9.359,17.525,21.08
cdfg_47/cdfg_118,14,4.371,9.316,7.466,8.11
cdfg_47/cdfg_120,0,0.393,5.925,0.436,0.79
cdfg_47/cdfg_121,6,0.619,8.463,0.874,1.38
cdfg_47/cdfg_122,9,2.654,8.589,3.484,5.38
cdfg_47/cdfg_123,6,6.651,8.944,6.938,11.06
cdfg_47/cdfg_124,0,0.086,4.901,0.015,0.155
cdfg_47/cdfg_125,4,14.047,8.787,19.248,23.59
cdfg_47/cdfg_126,27,14.039,9.353,13.229,21.77
cdfg_47/cdfg_127,19,3.916,8.554,4.17,7.515
cdfg_47/cdfg_128,26,2.801,8.583,4.59,7.405
cdfg_47/cdfg_129,0,0.002,1.633,0.002,0.005
cdfg_47/cdfg_130,1,0.228,5.941,0.372,0.52
cdfg_47/cdfg_131,14,11.893,8.702,16.515,20.155
cdfg_47/cdfg_132,19,1.26,8.398,1.981,3.605
cdfg_47/cdfg_133,6,7.439,8.648,10.631,13.29
cdfg_47/cdfg_134,21,6.295,8.166,9.183,11.41
cdfg_47/cdfg_135,24,7.785,8.771,11.607,14.015
cdfg_47/cdfg_136,3,2.722,8.26,3.557,5.47
cdfg_47/cdfg_137,1,0.182,5.972,0.236,0.35
cdfg_47/cdfg_138,0,0.338,6.189,0.584,0.74
cdfg_47/cdfg_139,3,2.708,8.503,3.149,5.38
cdfg_47/cdfg_141,17,2.941,8.585,3.09,5.195
cdfg_47/cdfg_142,0,1.286,6.761,1.548,2.265
cdfg_47/cdfg_143,21,7.738,8.954,11.542,13.535
cdfg_47/cdfg_144,33,16.781,8.898,19.857,27.185
cdfg_47/cdfg_145,13,2.233,8.495,2.407,4.35
cdfg_47/cdfg_146,19,4.007,9.26,4.236,7.82
cdfg_47/cdfg_147,3,1.228,9.392,0.974,2.455
cdfg_47/cdfg_148,12,3.13,8.699,3.872,5.785
cdfg_47/cdfg_149,7,5.783,8.681,9.075,10.58
cdfg_47/cdfg_150,16,0.635,9.021,0.681,1.34
cdfg_47/cdfg_153,0,0.002,1.633,0.002,0.005
cdfg_47/cdfg_154,0,0.515,5.416,0.714,1.11
cdfg_47/cdfg_155,10,9.929,9.356,13.358,18.225
cdfg_47/cdfg_156,8,1.513,7.782,2.709,3.615
cdfg_47/cdfg_157,4,1.13,7.459,1.878,2.99
cdfg_47/cdfg_158,0,0.078,4.854,0.167,0.225
cdfg_47/cdfg_159,18,8.365,8.778,12.111,14.965
cdfg_47/cdfg_160,3,0.365,6.525,0.348,0.605
cdfg_47/cdfg_161,12,2.374,8.748,2.143,4.155
cdfg_47/cdfg_162,36,22.807,8.593,23.497,35.185
cdfg_47/cdfg_163,10,2.081,8.755,1.906,3.86
cdfg_47/cdfg_164,21,3.663,8.498,4.882,7.795
cdfg_47/cdfg_165,3,2.29,8.783,3.239,5.0
cdfg_47/cdfg_166,0,0.988,7.149,1.022,1.74
cdfg_47/cdfg_167,7,0.56,8.471,0.503,1.045
cdfg_47/cdfg_168,3,3.914,8.432,5.404,7.75
cdfg_47/cdfg_169,59,9.113,9.032,13.331,16.735
cdfg_47/cdfg_170,8,1.191,8.364,1.46,2.345
cdfg_47/cdfg_171,16,1.108,8.599,1.254,2.26
cdfg_47/cdfg_172,12,12.688,8.435,14.539,21.9
cdfg_47/cdfg_173,0,0.027,0.0,0.0,0.04
cdfg_47/cdfg_174,21,6.727,9.49,9.026,12.52
cdfg_47/cdfg_175,11,10.757,8.293,12.98,17.83
cdfg_47/cdfg_176,19,3.641,8.639,4.787,7.135
cdfg_47/cdfg_177,0,0.15,2.274,0.083,0.19
cdfg_47/cdfg_178,20,2.127,8.638,2.429,4.045
cdfg_47/cdfg_179,42,7.41,8.488,9.273,13.44
cdfg_47/cdfg_180,4,7.188,7.633,6.129,11.93
cdfg_47/cdfg_181,23,3.957,9.626,4.406,7.25
cdfg_47/cdfg_182,0,0.544,6.412,0.711,1.19
cdfg_47/cdfg_183,3,1.187,8.934,1.423,2.34
cdfg_47/cdfg_184,15,2.666,8.739,2.918,4.715
cdfg_47/cdfg_185,4,0.451,6.79,0.625,0.935
cdfg_47/cdfg_186,5,1.908,8.855,1.935,3.66
cdfg_47/cdfg_187,13,3.07,8.222,5.289,7.555
cdfg_47/cdfg_188,16,15.463,9.043,16.685,24.735
cdfg_47/cdfg_189,0,0.137,4.294,0.175,0.3
cdfg_47/cdfg_190,0,0.917,6.496,1.5,2.12
cdfg_47/cdfg_191,24,5.307,8.863,8.851,10.045
